idx,good_or_not,quality,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
idx_12813,good,7,12.2,0.73,3.44,0.99067,153.0,25.0,0.049,2.7,0.31,0.32,5.8
idx_12814,good,7,13.0,0.38,3.31,0.9891200000000001,71.0,14.0,0.032,1.0,0.39,0.19,6.7
idx_12817,good,7,13.0,0.38,3.31,0.9891200000000001,71.0,14.0,0.032,1.0,0.39,0.19,6.7
idx_12819,good,6,11.4,0.42,3.44,0.9905200000000001,123.0,63.0,0.042,2.0,0.34,0.21,6.0
idx_12820,not,5,9.2,0.38,2.99,0.9931200000000001,120.0,49.0,0.152,1.2,0.82,0.325,6.7
idx_12821,not,5,9.9,0.6,3.5,0.9968,241.0,42.0,0.055999999999999994,6.2,0.46,0.4,6.6
idx_12823,good,6,12.4,0.48,3.06,0.9908399999999999,56.0,18.0,0.04,5.0,0.34,0.27,7.6
idx_12824,good,6,9.5,0.53,3.18,0.9957299999999999,172.0,52.0,0.047,6.3,0.4,0.26,7.2
idx_12826,good,6,9.1,0.48,3.23,0.9959,196.0,52.0,0.053,8.0,0.45,0.22,6.5
idx_12828,good,7,11.5,0.35,3.38,0.9908399999999999,138.0,53.0,0.034,1.2,0.31,0.14,6.4
idx_12829,not,5,11.2,0.37,3.17,0.99644,170.0,31.0,0.044000000000000004,16.2,0.32,0.26,7.1
idx_12831,not,5,9.4,0.44,3.12,0.9954,186.0,31.0,0.064,7.2,0.43,0.45,6.6
idx_12832,good,6,11.0,0.58,3.17,0.99095,73.0,13.0,0.031,1.1,0.3,0.17,6.6
idx_12833,good,7,11.3,0.37,3.21,0.9918799999999999,112.0,22.0,0.048,3.4,0.28,0.44,7.2
idx_12835,good,6,10.5,0.5,3.16,0.99256,161.0,41.0,0.048,3.3,0.22,0.25,6.3
idx_12838,good,7,11.2,0.58,3.1,0.9913200000000001,82.0,14.0,0.033,2.3,0.29,0.15,6.9
idx_12839,good,7,11.1,0.36,3.14,0.98936,89.0,34.0,0.034,0.9,0.29,0.22,5.8
idx_12840,good,6,11.2,0.38,3.18,0.99136,92.0,23.0,0.036000000000000004,3.5,0.33,0.37,6.5
idx_12841,good,6,10.5,0.39,3.29,0.9914200000000001,98.0,17.0,0.036000000000000004,1.7,0.38,0.375,5.5
idx_12842,good,6,10.0,0.45,3.2,0.9923200000000001,92.0,23.0,0.047,1.3,0.4,0.2,5.9
idx_12843,good,6,10.0,0.47,3.2,0.9923200000000001,90.0,24.0,0.046,1.3,0.38,0.22,5.9
idx_12844,not,5,10.9,0.42,3.1,0.993,97.0,24.0,0.049,5.6,0.31,0.22,8.0
idx_12845,good,7,10.9,0.56,3.15,0.99311,87.0,16.0,0.027999999999999997,7.4,0.29,0.22,6.5
idx_12846,good,7,11.2,0.58,3.1,0.9913200000000001,82.0,14.0,0.033,2.3,0.29,0.15,6.9
idx_12847,not,5,11.7,0.42,3.5,0.98993,86.0,40.0,0.035,1.0,0.34,0.2,5.8
idx_12848,not,5,10.0,0.42,3.16,0.99208,144.0,55.0,0.033,1.5,0.07,0.31,6.6
idx_12850,not,5,9.0,0.52,3.03,0.99839,136.0,55.0,0.053,14.9,0.29,0.24,6.7
idx_12851,not,5,10.0,0.56,3.04,0.99574,86.0,19.0,0.052000000000000005,9.3,0.34,0.23,7.3
idx_12852,not,5,11.9,0.43,3.08,0.99093,154.0,37.0,0.040999999999999995,1.0,0.39,0.2,7.9
idx_12854,good,6,11.0,0.4,3.15,0.9927799999999999,101.0,29.0,0.047,5.9,0.28,0.21,6.4
idx_12855,good,7,11.2,0.43,3.25,0.9924,143.0,46.0,0.027000000000000003,5.0,0.26,0.33,6.9
idx_12857,good,8,12.6,0.6,3.24,0.99035,96.0,39.0,0.027000000000000003,3.9,0.31,0.29,6.6
idx_12858,good,7,11.2,0.43,3.25,0.9924,143.0,46.0,0.027000000000000003,5.0,0.26,0.33,6.9
idx_12860,good,6,10.2,0.52,3.11,0.9923,144.0,66.0,0.037000000000000005,1.0,0.33,0.21,7.3
idx_12861,good,6,11.0,0.4,3.15,0.9927799999999999,101.0,29.0,0.047,5.9,0.28,0.21,6.4
idx_12862,good,6,12.2,0.52,3.57,0.99008,90.0,12.0,0.027999999999999997,1.6,0.32,0.11,5.1
idx_12863,good,6,12.3,0.41,3.18,0.98964,76.0,19.0,0.036000000000000004,1.3,0.32,0.15,6.5
idx_12864,good,6,10.6,0.59,3.57,0.99156,101.0,40.0,0.027999999999999997,1.0,0.39,0.16,5.3
idx_12865,good,6,10.4,0.5,3.36,0.9909,115.0,33.0,0.032,1.1,0.46,0.19,5.6
idx_12866,good,7,12.0,0.6,3.51,0.9898399999999999,129.0,29.0,0.034,1.25,0.58,0.18,5.6
idx_12867,good,7,12.7,0.53,3.15,0.9889,121.0,22.0,0.021,1.4,0.32,0.48,6.7
idx_12868,not,5,10.6,0.28,3.05,0.9917799999999999,128.0,18.0,0.018000000000000002,1.2,0.23,0.23,6.2
idx_12869,good,6,12.3,0.34,3.14,0.9907600000000001,108.0,25.0,0.027999999999999997,5.0,0.29,0.17,6.0
idx_12871,good,6,11.4,0.53,3.09,0.99046,84.0,20.0,0.037000000000000005,1.7,0.38,0.15,6.7
idx_12872,good,7,12.0,0.89,3.65,0.9899899999999999,161.0,93.0,0.028999999999999998,1.8,0.36,0.17,4.2
idx_12873,good,8,12.4,0.94,3.23,0.98946,95.0,38.0,0.045,1.6,0.32,0.21,5.8
idx_12874,good,7,12.1,0.99,3.24,0.9897600000000001,121.0,74.0,0.03,1.5,0.36,0.23,5.4
idx_12876,not,5,10.7,0.38,3.21,0.99672,135.0,57.0,0.04,13.9,0.31,0.22,6.4
idx_12878,good,6,12.7,0.42,3.37,0.98945,138.0,35.0,0.027000000000000003,2.1,0.33,0.32,5.9
idx_12879,good,6,11.7,0.39,3.18,0.9888299999999999,88.0,24.0,0.028999999999999998,1.1,0.3,0.37,5.7
idx_12880,not,5,10.7,0.49,2.93,0.9936200000000001,64.0,22.0,0.039,6.7,0.35,0.25,7.9
idx_12881,good,7,11.8,0.43,2.99,0.99075,94.0,38.0,0.033,2.7,0.28,0.21,7.2
idx_12882,not,5,9.9,0.39,3.2,0.99436,125.0,37.0,0.039,6.7,0.3,0.24,7.0
idx_12883,good,7,13.4,0.53,3.23,0.98988,81.0,16.0,0.047,3.95,0.33,0.475,6.8
idx_12884,good,7,12.8,0.64,3.12,0.9915799999999999,114.0,30.0,0.032,7.75,0.32,0.28,7.0
idx_12886,not,5,10.5,0.41,3.13,0.99195,101.0,18.0,0.042,1.6,0.31,0.41,6.6
idx_12887,not,5,11.5,0.55,3.31,0.9916799999999999,84.0,24.0,0.032,2.5,0.28,0.2,6.4
idx_12888,not,4,10.5,0.37,3.04,0.9918,25.0,5.0,0.04,0.7,0.34,0.22,8.5
idx_12889,good,6,13.0,0.39,2.95,0.99313,132.0,21.0,0.032,11.1,0.36,0.36,8.4
idx_12890,good,8,12.4,0.34,3.19,0.9895,138.0,64.0,0.035,5.15,0.29,0.285,5.2
idx_12891,good,6,10.2,0.35,3.16,0.9932,148.0,40.0,0.040999999999999995,4.7,0.3,0.2,6.9
idx_12893,good,7,12.0,0.86,3.33,0.9909,153.0,85.0,0.038,1.7,0.34,0.16,6.2
idx_12894,good,7,11.7,0.5,3.15,0.9901399999999999,68.0,22.0,0.044000000000000004,1.4,0.36,0.125,6.4
idx_12895,not,5,10.0,0.57,3.58,0.9952,180.0,20.0,0.054000000000000006,2.0,0.26,0.44,6.4
idx_12898,not,5,11.1,0.38,2.99,0.9910399999999999,78.0,25.0,0.032,0.8,0.28,0.18,8.6
idx_12899,not,5,9.0,0.46,3.31,0.99772,150.0,59.0,0.05,13.1,0.26,0.21,6.2
idx_12900,good,6,10.5,0.58,3.4,0.9922,97.0,37.0,0.031,1.1,0.37,0.16,6.1
idx_12901,good,7,11.9,0.59,3.27,0.9907600000000001,92.0,36.0,0.027999999999999997,2.2,0.32,0.22,6.5
idx_12903,good,6,11.4,0.52,3.31,0.9902,81.0,26.0,0.035,1.1,0.25,0.21,5.7
idx_12905,not,5,9.8,0.46,3.1,0.9938,157.0,40.0,0.073,1.7,0.26,0.31,7.6
idx_12906,not,5,9.3,0.45,3.2,0.9959399999999999,183.0,59.0,0.047,6.9,0.46,0.26,6.6
idx_12907,good,6,11.4,0.52,3.31,0.9902,81.0,26.0,0.035,1.1,0.25,0.21,5.7
idx_12909,good,6,11.3,0.52,3.23,0.9903200000000001,73.0,23.0,0.031,1.0,0.3,0.18,6.2
idx_12910,not,5,9.5,0.48,3.22,0.9955799999999999,170.0,49.0,0.031,7.6,0.2,0.37,6.1
idx_12911,not,5,9.4,0.5,3.27,0.9962200000000001,155.0,38.0,0.036000000000000004,8.9,0.14,0.36,6.2
idx_12912,good,7,11.9,0.59,3.27,0.9907600000000001,92.0,36.0,0.027999999999999997,2.2,0.32,0.22,6.5
idx_12913,not,5,9.3,0.38,3.03,0.99413,199.0,49.0,0.046,1.2,0.3,0.18,7.7
idx_12914,good,6,11.4,0.54,3.03,0.9904299999999999,81.0,22.0,0.040999999999999995,1.0,0.38,0.14,6.9
idx_12915,good,6,11.4,0.54,3.03,0.9904299999999999,81.0,22.0,0.040999999999999995,1.0,0.38,0.14,6.9
idx_12916,good,6,12.7,0.39,3.22,0.98982,128.0,57.0,0.053,3.1,0.26,0.44,6.0
idx_12917,good,7,13.5,0.45,3.2,0.98934,118.0,26.0,0.033,1.95,0.4,0.36,7.1
idx_12918,good,6,11.2,0.52,3.06,0.9902,65.0,15.0,0.019,2.2,0.28,0.28,5.7
idx_12919,not,5,10.7,0.41,3.19,0.99449,118.0,38.0,0.038,8.75,0.32,0.16,6.4
idx_12921,good,6,10.5,0.57,3.46,0.9948,202.0,27.0,0.054000000000000006,2.7,0.31,0.39,6.7
idx_12922,good,8,13.0,0.32,3.13,0.9898399999999999,137.0,44.0,0.013999999999999999,5.45,0.47,0.44,6.5
idx_12923,good,6,10.8,0.49,3.08,0.99326,131.0,41.0,0.028999999999999998,6.3,0.31,0.22,6.9
idx_12924,good,6,9.1,0.5,3.05,0.99834,118.0,39.0,0.046,14.4,0.29,0.22,6.6
idx_12925,not,5,10.1,0.5,3.1,0.99555,196.0,67.0,0.038,7.8,0.3,0.25,7.7
idx_12926,good,8,11.9,0.84,3.3,0.98975,59.0,13.0,0.027999999999999997,1.6,0.33,0.155,5.2
idx_12928,good,7,12.0,0.31,2.98,0.99216,140.0,45.0,0.036000000000000004,9.1,0.31,0.31,7.0
idx_12929,good,6,9.1,0.5,3.05,0.99834,118.0,39.0,0.046,14.4,0.29,0.22,6.6
idx_12930,good,8,11.6,0.95,3.22,0.9901,147.0,81.0,0.040999999999999995,1.3,0.4,0.21,5.6
idx_12931,good,8,11.9,0.84,3.3,0.98975,59.0,13.0,0.027999999999999997,1.6,0.33,0.155,5.2
idx_12932,good,6,10.2,0.5,3.14,0.9957299999999999,192.0,69.0,0.038,11.3,0.32,0.25,6.4
idx_12933,good,6,10.8,0.49,3.08,0.99326,131.0,41.0,0.028999999999999998,6.3,0.31,0.22,6.9
idx_12934,not,5,9.8,0.4,3.3,0.99215,66.0,11.0,0.027999999999999997,0.7,0.29,0.21,5.3
idx_12936,not,5,9.8,0.41,3.3,0.99218,68.0,11.0,0.03,0.7,0.27,0.17,5.2
idx_12937,not,5,10.1,0.5,3.1,0.99555,196.0,67.0,0.038,7.8,0.3,0.25,7.7
idx_12938,good,8,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
idx_12939,good,8,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
idx_12940,good,6,10.7,0.4,3.21,0.99397,128.0,49.0,0.036000000000000004,7.8,0.34,0.29,7.1
idx_12941,not,5,10.6,0.61,3.11,0.9957600000000001,111.0,14.0,0.022000000000000002,8.7,0.3,0.3,7.2
idx_12942,not,5,9.3,0.47,3.17,0.9960100000000001,173.0,49.0,0.037000000000000005,8.3,0.46,0.26,6.8
idx_12943,good,8,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
idx_12944,good,6,10.7,0.4,3.21,0.99397,128.0,49.0,0.036000000000000004,7.8,0.34,0.29,7.1
idx_12946,good,6,11.0,0.37,3.36,0.99308,107.0,27.0,0.026000000000000002,8.3,0.28,0.29,5.1
idx_12947,good,6,11.0,0.37,3.36,0.99308,107.0,27.0,0.026000000000000002,8.3,0.28,0.29,5.1
idx_12948,good,6,9.4,0.45,3.21,0.99582,182.0,55.0,0.049,6.2,0.48,0.26,6.8
idx_12949,good,6,9.0,0.36,3.1,0.9949399999999999,139.0,30.0,0.078,5.0,0.52,0.28,6.0
idx_12950,not,5,9.0,0.55,3.08,0.9929,108.0,8.0,0.042,1.8,0.25,0.28,6.0
idx_12951,not,5,10.0,0.53,3.37,0.99471,101.0,17.0,0.044000000000000004,1.6,0.22,0.2,7.2
idx_12952,not,5,9.0,0.54,3.08,0.9929,109.0,9.0,0.040999999999999995,1.8,0.25,0.27,6.1
idx_12953,not,5,9.0,0.55,3.08,0.9929,108.0,8.0,0.042,1.8,0.25,0.28,6.0
idx_12954,good,7,12.4,0.6,3.29,0.9903700000000001,79.0,25.0,0.036000000000000004,2.9,0.3,0.29,6.4
idx_12955,not,5,11.3,0.44,3.14,0.9930399999999999,123.0,28.0,0.042,6.0,0.24,0.35,7.4
idx_12956,good,6,12.0,0.55,2.8,0.99026,86.0,36.0,0.034,0.9,0.38,0.12,8.1
idx_12957,good,6,11.7,0.56,3.01,0.9898600000000001,94.0,37.0,0.031,1.1,0.3,0.12,6.4
idx_12958,not,5,10.0,0.53,3.37,0.99471,101.0,17.0,0.044000000000000004,1.6,0.22,0.2,7.2
idx_12959,good,7,13.2,0.54,2.84,0.98951,90.0,26.0,0.016,5.45,0.26,0.4,7.3
idx_12960,good,7,11.0,0.59,3.07,0.99634,114.0,41.0,0.04,14.05,0.34,0.11,7.7
idx_12961,good,6,11.0,0.54,3.22,0.9936799999999999,114.0,30.0,0.03,8.0,0.41,0.23,6.9
idx_12962,not,5,9.2,0.48,3.02,0.99792,94.0,14.0,0.11199999999999999,13.1,0.38,0.38,6.9
idx_12963,good,7,13.0,0.48,3.08,0.99026,113.0,38.0,0.021,4.9,0.29,0.38,7.5
idx_12965,good,8,13.0,0.49,3.55,0.98919,119.0,31.0,0.021,2.2,0.26,0.34,5.5
idx_12967,good,6,9.0,0.54,3.04,0.99835,118.0,33.0,0.051,14.9,0.3,0.23,6.6
idx_12968,not,5,11.5,0.32,2.93,0.9903799999999999,148.0,52.0,0.021,0.95,0.31,0.31,8.4
idx_12969,good,6,11.0,0.44,3.11,0.9910399999999999,76.0,17.0,0.025,1.4,0.3,0.2,6.7
idx_12971,not,5,9.9,0.43,3.11,0.9928600000000001,112.0,10.0,0.05,1.7,0.24,0.26,7.3
idx_12973,good,6,9.0,0.54,3.04,0.99835,118.0,33.0,0.051,14.9,0.3,0.23,6.6
idx_12975,good,6,11.0,0.47,3.07,0.9914,162.0,71.0,0.045,1.2,0.33,0.14,8.0
idx_12977,good,6,9.7,0.51,2.96,0.9960399999999999,131.0,45.0,0.044000000000000004,11.4,0.2,0.23,6.6
idx_12978,good,6,9.7,0.51,2.96,0.9960399999999999,131.0,45.0,0.044000000000000004,11.4,0.2,0.23,6.6
idx_12979,good,7,12.2,0.3,2.99,0.99119,123.0,39.0,0.034,7.9,0.26,0.36,6.7
idx_12981,good,7,10.5,0.39,3.03,0.9950700000000001,97.0,30.0,0.033,11.1,0.28,0.23,8.5
idx_12982,good,6,10.4,0.57,3.28,0.9959600000000001,213.0,29.0,0.05,8.0,0.31,0.2,7.0
idx_12983,good,6,12.0,0.34,3.15,0.99011,180.0,48.0,0.028999999999999998,3.8,0.32,0.26,6.0
idx_12985,good,7,10.9,0.45,3.11,0.99469,115.0,29.0,0.039,10.2,0.28,0.18,6.7
idx_12986,good,7,10.9,0.45,3.11,0.99469,115.0,29.0,0.039,10.2,0.28,0.18,6.7
idx_12989,good,6,11.0,0.41,3.22,0.9909600000000001,184.0,74.0,0.036000000000000004,1.1,0.32,0.16,6.2
idx_12990,good,7,12.6,0.31,3.45,0.98956,178.0,58.0,0.032,4.5,0.32,0.27,5.0
idx_12992,good,7,10.5,0.44,3.11,0.9949600000000001,130.0,29.0,0.038,10.9,0.27,0.2,6.6
idx_12993,good,7,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
idx_12996,good,8,12.1,0.5,3.11,0.9894200000000001,111.0,32.0,0.034,0.8,0.36,0.35,6.5
idx_12997,good,6,11.3,0.58,3.02,0.99082,158.0,35.0,0.035,1.2,0.33,0.25,6.9
idx_12999,good,7,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
idx_13001,good,7,10.5,0.44,3.11,0.9949600000000001,130.0,29.0,0.038,10.9,0.27,0.2,6.6
idx_13003,good,7,11.4,0.52,3.15,0.99305,103.0,17.0,0.034,6.3,0.31,0.19,7.2
idx_13004,good,6,11.0,0.51,3.16,0.99074,111.0,26.0,0.034,1.2,0.36,0.18,6.3
idx_13005,good,6,12.1,0.36,3.08,0.9896799999999999,156.0,40.0,0.037000000000000005,0.9,0.36,0.3,6.9
idx_13006,good,6,11.0,0.41,3.22,0.9909600000000001,184.0,74.0,0.036000000000000004,1.1,0.32,0.16,6.2
idx_13007,good,7,12.6,0.31,3.45,0.98956,178.0,58.0,0.032,4.5,0.32,0.27,5.0
idx_13008,good,7,13.0,0.3,3.36,0.9887,173.0,54.0,0.03,3.7,0.33,0.3,5.0
idx_13009,good,6,8.8,0.64,2.94,0.99941,221.0,50.0,0.054000000000000006,18.1,0.5,0.2,6.5
idx_13010,not,5,9.5,0.53,3.16,0.9938799999999999,218.0,30.5,0.061,1.35,0.31,0.25,6.7
idx_13011,good,6,11.8,0.47,3.2,0.99206,105.0,30.0,0.028999999999999998,5.5,0.36,0.22,6.6
idx_13012,good,6,12.2,0.45,3.14,0.99035,93.0,29.0,0.026000000000000002,3.1,0.37,0.25,6.8
idx_13013,good,6,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
idx_13014,good,6,11.0,0.38,3.07,0.9976,67.0,12.0,0.04,19.8,0.34,0.45,7.0
idx_13015,good,6,11.4,0.44,2.99,0.9936200000000001,104.0,14.0,0.02,8.25,0.3,0.32,7.2
idx_13016,good,6,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
idx_13017,good,6,12.0,0.34,3.09,0.99016,135.0,57.0,0.035,3.8,0.3,0.34,5.9
idx_13018,good,8,11.9,0.39,3.02,0.9917600000000001,121.0,33.0,0.037000000000000005,6.9,0.31,0.22,6.8
idx_13019,good,6,11.4,0.44,2.99,0.9936200000000001,104.0,14.0,0.02,8.25,0.3,0.32,7.2
idx_13020,good,6,11.8,0.34,3.02,0.99439,46.0,3.0,0.028999999999999998,11.7,0.35,0.32,8.4
idx_13021,not,4,10.6,0.48,3.34,0.9945799999999999,88.0,6.0,0.046,4.6,0.29,0.27,6.8
idx_13022,not,5,9.7,0.38,3.06,0.99418,133.0,24.0,0.05,4.0,0.21,0.74,8.0
idx_13023,good,6,11.0,0.38,3.07,0.9976,67.0,12.0,0.04,19.8,0.34,0.45,7.0
idx_13024,good,6,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
idx_13025,good,7,11.0,0.63,3.76,0.9917799999999999,152.0,69.0,0.045,1.2,0.29,0.22,5.4
idx_13026,good,6,10.5,0.34,2.99,0.99456,118.0,17.0,0.024,8.9,0.3,0.22,8.4
idx_13027,not,5,10.4,0.45,3.1,0.9957799999999999,150.0,44.0,0.035,11.7,0.22,0.32,7.4
idx_13028,good,6,10.5,0.55,3.2,0.99546,138.0,21.0,0.05,6.2,0.37,0.18,7.5
idx_13029,good,8,12.0,0.48,3.12,0.99518,142.0,22.0,0.024,14.8,0.29,0.47,7.1
idx_13030,good,8,12.0,0.48,3.12,0.99518,142.0,22.0,0.024,14.8,0.29,0.47,7.1
idx_13031,good,6,9.2,0.41,3.22,0.99646,124.0,33.0,0.042,10.8,0.25,0.19,5.8
idx_13032,not,5,10.9,0.49,3.37,0.99264,92.0,15.0,0.036000000000000004,1.6,0.46,0.14,6.7
idx_13034,good,6,9.4,0.55,3.15,0.9960399999999999,156.0,36.0,0.042,8.4,0.47,0.25,6.9
idx_13035,good,7,11.3,0.5,3.13,0.9901399999999999,85.0,31.0,0.026000000000000002,2.5,0.33,0.24,6.0
idx_13036,not,5,10.4,0.58,3.42,0.9948899999999999,189.0,26.0,0.054000000000000006,3.5,0.34,0.29,6.8
idx_13037,good,6,9.4,0.57,3.26,0.99884,170.0,57.0,0.037000000000000005,17.2,0.42,0.33,6.3
idx_13038,good,6,11.3,0.52,3.02,0.99054,104.0,43.0,0.027000000000000003,2.1,0.45,0.23,6.5
idx_13039,good,6,8.8,0.4,3.14,0.99782,196.0,59.0,0.044000000000000004,12.2,0.29,0.27,6.3
idx_13040,not,5,10.8,0.35,3.2,0.99519,130.0,58.0,0.045,11.8,0.37,0.2,6.3
idx_13041,good,6,9.4,0.57,3.25,0.99882,173.0,58.0,0.037000000000000005,16.8,0.41,0.33,6.2
idx_13042,good,6,9.4,0.57,3.26,0.99884,170.0,57.0,0.037000000000000005,17.2,0.42,0.33,6.3
idx_13043,good,6,9.2,0.43,2.95,0.9931,114.0,46.0,0.154,1.1,1.0,0.21,7.2
idx_13044,good,6,10.3,0.53,3.12,0.99666,144.0,15.0,0.044000000000000004,14.7,0.3,0.27,6.0
idx_13045,good,6,9.9,0.57,3.09,0.99324,99.0,21.0,0.034,5.5,0.26,0.12,5.7
idx_13046,good,6,12.4,0.34,3.19,0.9908600000000001,112.0,38.0,0.027000000000000003,6.1,0.37,0.24,6.9
idx_13047,not,5,11.9,0.44,3.11,0.9908,167.0,42.0,0.040999999999999995,1.2,0.53,0.18,7.7
idx_13048,good,6,11.7,0.56,3.11,0.99067,132.0,33.0,0.023,1.3,0.43,0.17,7.1
idx_13050,not,4,9.6,0.53,3.53,0.9945200000000001,272.0,138.5,0.039,1.7,0.24,0.255,6.2
idx_13051,not,5,9.4,0.57,2.98,0.99711,199.0,49.0,0.126,8.7,0.38,0.33,7.5
idx_13052,good,7,10.4,0.43,2.98,0.9945,175.0,78.0,0.043,10.2,0.66,0.2,5.6
idx_13053,not,5,9.5,0.47,3.09,0.9942700000000001,102.0,26.0,0.042,4.5,0.36,0.17,7.6
idx_13054,good,6,11.9,0.43,3.2,0.9915200000000001,73.0,7.0,0.036000000000000004,5.9,0.31,0.15,5.8
idx_13055,good,6,12.5,0.4,3.18,0.98935,116.0,36.0,0.024,1.7,0.44,0.25,6.3
idx_13056,not,5,13.4,0.4,3.16,0.9887600000000001,55.0,6.0,0.016,1.4,0.41,0.28,6.9
idx_13058,not,5,9.1,0.46,3.17,0.99572,208.0,54.0,0.045,7.9,0.38,0.25,6.2
idx_13061,not,5,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
idx_13062,good,8,12.5,0.59,3.08,0.99164,110.0,30.0,0.03,7.6,0.43,0.28,6.8
idx_13064,not,5,9.0,0.48,2.95,0.9977799999999999,183.0,77.0,0.038,12.3,0.8,0.21,7.4
idx_13065,good,6,9.8,0.42,3.18,0.9975,120.0,54.0,0.045,15.3,0.38,0.15,7.0
idx_13066,not,5,9.0,0.48,2.95,0.9977799999999999,183.0,77.0,0.038,12.3,0.8,0.21,7.4
idx_13067,not,4,10.7,0.43,3.17,0.99205,142.0,29.0,0.033,1.2,0.42,0.28,7.3
idx_13068,good,6,12.4,0.49,3.16,0.98962,111.0,28.0,0.033,2.3,0.38,0.18,6.1
idx_13069,good,8,12.5,0.5,3.08,0.99118,76.0,6.0,0.028999999999999998,6.1,0.43,0.53,7.0
idx_13070,good,8,12.5,0.59,3.08,0.99164,110.0,30.0,0.03,7.6,0.43,0.28,6.8
idx_13071,good,7,12.1,0.43,3.1,0.99274,82.0,20.0,0.027999999999999997,10.2,0.38,0.36,6.5
idx_13073,not,5,12.0,0.43,3.25,0.9905200000000001,122.0,48.0,0.039,2.9,0.41,0.24,6.7
idx_13074,not,5,10.4,0.6,3.28,0.99546,141.0,29.0,0.042,8.5,0.33,0.25,6.6
idx_13075,good,7,12.2,0.46,3.11,0.98972,87.0,23.0,0.042,1.5,0.4,0.15,6.4
idx_13076,not,5,8.6,0.43,3.05,0.9942,115.0,24.0,0.039,3.1,0.3,0.28,6.3
idx_13077,not,5,9.1,0.46,3.17,0.99572,208.0,54.0,0.045,7.9,0.38,0.25,6.2
idx_13080,good,6,10.5,0.5,2.9,0.9918399999999999,58.0,23.0,0.026000000000000002,1.1,0.48,0.19,8.5
idx_13081,not,5,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
idx_13082,good,6,11.9,0.42,3.46,0.9903,102.0,10.0,0.028999999999999998,1.2,0.51,0.35,6.0
idx_13083,good,7,13.7,0.52,3.25,0.98906,94.0,28.0,0.024,4.5,0.32,0.31,5.8
idx_13084,good,6,11.3,0.72,3.22,0.99146,78.0,33.0,0.03,2.6,0.35,0.17,6.6
idx_13086,good,7,13.7,0.52,3.25,0.98906,94.0,28.0,0.024,4.5,0.32,0.31,5.8
idx_13087,not,3,10.1,0.44,3.14,0.995,201.0,38.0,0.040999999999999995,9.5,0.34,0.2,6.1
idx_13088,good,6,12.3,0.39,2.94,0.9887600000000001,76.0,12.0,0.024,1.5,0.37,0.37,6.3
idx_13089,good,7,12.0,0.33,3.06,0.98956,89.0,20.0,0.031,3.2,0.38,0.36,6.2
idx_13090,good,6,11.3,0.72,3.22,0.99146,78.0,33.0,0.03,2.6,0.35,0.17,6.6
idx_13093,good,7,11.9,0.48,3.16,0.99064,118.0,40.0,0.045,2.3,0.45,0.25,7.0
idx_13094,good,6,10.0,0.54,2.85,0.9936799999999999,18.0,3.0,0.032,4.9,0.49,0.24,9.7
idx_13095,good,6,10.0,0.54,2.85,0.9936799999999999,18.0,3.0,0.032,4.9,0.49,0.24,9.7
idx_13096,good,7,11.3,0.6,3.23,0.99121,102.0,19.0,0.034,1.4,0.39,0.13,6.8
idx_13097,not,5,11.7,0.48,3.25,0.9910399999999999,133.0,30.0,0.045,1.5,0.5,0.78,6.6
idx_13099,good,7,12.2,0.48,2.97,0.98924,111.0,34.0,0.033,2.1,0.4,0.34,6.7
idx_13100,good,7,10.7,0.54,2.91,0.9917600000000001,124.0,57.0,0.027999999999999997,4.3,0.51,0.14,6.7
idx_13101,good,6,10.9,0.34,3.11,0.9943200000000001,84.0,25.0,0.038,10.9,0.34,0.26,7.0
idx_13103,good,7,11.9,0.48,3.16,0.99064,118.0,40.0,0.045,2.3,0.45,0.25,7.0
idx_13104,not,5,11.1,0.48,3.15,0.9917799999999999,130.0,20.0,0.047,2.5,0.49,0.21,7.6
idx_13105,good,6,11.2,0.5,3.0,0.99126,159.0,26.0,0.045,2.6,0.51,0.26,7.7
idx_13106,good,6,11.4,0.53,3.02,0.99129,152.0,28.0,0.043,3.2,0.52,0.27,7.6
idx_13107,good,6,10.6,0.57,3.07,0.9925200000000001,169.0,31.0,0.047,2.5,0.49,0.25,7.7
idx_13108,not,5,10.3,0.53,3.03,0.9970899999999999,151.0,33.0,0.047,14.7,0.46,0.35,7.6
idx_13109,not,4,10.4,0.57,3.4,0.99513,203.0,31.0,0.054000000000000006,4.5,0.36,0.3,6.9
